ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
71773;Батайск,Авиагородок,34А;УИК №263;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №7;Организация существующего канала ВОЛС ;863930108196335.18;Оборудование не требуется;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi2/9  => RST-BTS-53-Aviagor17-SW5-Q5328 (10.30.54.72) порт 18 => RST-BTS-53-Aviagor34a-SW1-Q2328 (10.54.12.130) порт 23 VLAN263;да;порт 23 коммутатор;лестничная площадка 2 этаж;Работы выполнены, камеры зарегистрированы и дают изображение- проверено РЦУСС, подпись акта планируется позднее ( информация бригадира подрядчика);10.54.12.130;22.01.18;10.234.55.96/28;Добавлено;B61K0263;ДОНСВЯЗЬ;10.234.55.98;10.234.55.99;10.234.55.110;10.234.55.100;да;Да;10.234.55.97;2886;263BatayskAviagorodok34A;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71774;Батайск,Авиагородок,19А;УИК №264;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7;организация нового канала МЕДЬ;863930106409817.17, 863930106410102.17;модем ADSL;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi3/10 => RST-BTS-53-Aviagor17-DSL2-H5600 (10.30.54.16) порт 0/0/17 VLAN264;да;4;УИК КШ;Все работы выполнены, линия поднята на ADSl роутере, подрядчику осталось поставить оборудование и включить камеры ( нет в наличии);нет;10.02.18;10.234.55.112/28;;B61K0264;ДОНСВЯЗЬ;10.234.55.114;10.234.55.115;10.234.55.126;10.234.55.116;10.02.18;да;10.234.55.113;2887;264BatayskAviagorodok19A;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71776;Батайск,Авиагородок,10А ;УИК №266;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7;организация нового канала МЕДЬ;863930106410257.17, 863930106410303.17;модем ADSL;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi3/10 => RST-BTS-53-Aviagor17-DSL2-H5600 (10.30.54.16) порт 0/0/19 VLAN266;да;4;УИК КШ;Все работы выполнены, линия поднята на ADSl роутере, подрядчику осталось поставить оборудование и включить камеры ( нет в наличии);нет;12.02.18;10.234.55.144/28;;B61K0266;ДОНСВЯЗЬ;10.234.55.146;10.234.55.147;10.234.55.158;10.234.55.148;11.02.18;да;10.234.55.145;2889;266BatayskAviagorodok19A;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71777;Батайск,Авиагородок,29А;УИК №267;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7;организация нового канала МЕДЬ;863930108022965.18, 863930108023010.18;модем ADSL;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/2/1 => RST-BTS-53-Aviagor17-SW1-C4900 (10.30.54.3) порт Gi3/10 => RST-BTS-53-Aviagor17-DSL2-H5600 (10.30.54.16) порт 0/0/27 VLAN267;да;4;УИК КШ;Все работы выполнены, линия поднята на ADSl роутере, подрядчику осталось поставить оборудование и включить камеры ( нет в наличии);нет;11.02.18;10.234.55.160/28;;B61K0267;ДОНСВЯЗЬ;10.234.55.162;10.234.55.163;10.234.55.174;10.234.55.164;11.02.18;да;10.234.55.161;2890;267BatayskAviagorodok29A;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71778;Батайск,Славы,8;УИК №2631;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);УСТП №7;организация нового канала ВОЛС;863930108240334.18;не требуется;RST-BTS-4-Krupskoy3-R-MX480 (10.30.54.74) порт xe-0/3/0 => RST-BTS-7-Engelsa412-SW1-C4900 (10.30.54.19) порт  Gi2/1=> RST-BTS-7-Engelsa412-SW1-Q5328  (10.30.54.54)  порт 8 => RST-BTS-7-Slavy7A-SW1-Q2326 (10.54.3.9) => RST-BTS-7-Slavy7A-SW2-Q2326 (10.54.3.30)  порт 23 VLAN2631;да;коннектор RG-45 линия от коммутатора;УИК КШ;Все работы выполнены, подрядчику осталось поставить оборудование и включить камеры ( нет в наличии).  линия прокунута до КШ.Работы УСТП хоз. способом по прокладке линии выполнены. ;10.54.3.30;09.02.18;10.234.55.176/28;;B61K2631;ДОНСВЯЗЬ;10.234.55.178;10.234.55.179;10.234.55.190;10.234.55.180;09.02.18;да;10.234.55.177;2891;2631BatayskSlavy8;Мединцева Оксана Анатольевна;Oksana.Medintseva@south.rt.ru;8635458000/9885454111;Шклярук Андрей Павлович;Andrey.Shklyaruk@south.rt.ru;8635457211/9896168499;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71779;Волгодонск,Советская,1;УИК №429;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ВМЦТЭТ;;;нет;10.30.52.8;да;h5300-old-1_gi7/1/1 (10.30.52.8) ;;;h5300-old-1_gi7/1/1 (10.30.52.8) adsl 14/0/34;19.02.18;10.234.55.192/28;Добавлено;B61K0429;ДОНСВЯЗЬ;10.234.55.194;10.234.55.195;10.234.55.206;10.234.55.196;19.02.18;да;10.234.55.193;2892;429VolgodonskSovetskaya1;Козырев Дмитрий Викторович;Dmitriy.Kozyrev@south.rt.ru;88639277733/9885776970;Мартынов Юрий Сергеевич;Yuriy.Martynov@south.rt.ru;88639212421/9281314003;;ДА;danger;Online Test;Горюнов тест FAIL Пере тестировал 1 марта TEST OK протокол у Волобуев ;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71780;Волгодонск,Ленина,29;УИК №431;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ВМЦТЭТ;;;нет;10.92.38.1  1/0/16  vlan 1431  rstMX480vlgLn   ge-2/0/0;да;1/0/7  8й порт занят проектом "Образование";;;QSW-3470[10.92.38.140];12.02.18;10.234.55.208/28;Добавлено;B61K0431;ДОНСВЯЗЬ;10.234.55.210;10.234.55.211;10.234.55.222;10.234.55.212;да30/01/2018На порту ПМ уже прописан vlan 70 в акцессе;да;10.234.55.209;2893;431VolgodonskLenina29;Козырев Дмитрий Викторович;Dmitriy.Kozyrev@south.rt.ru;88639277733/9885776970;Мартынов Юрий Сергеевич;Yuriy.Martynov@south.rt.ru;88639212421/9281314003;;ДА;danger;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71781;Волгодонск,Ленина,56;УИК №433;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ВМЦТЭТ;;;нет;10.92.38.1 1/0/6 vlan 1433 rstMX480vlgLn_ge-2/0/0;да;0/0/8;;;Quidway 2309 [10.92.38.129];10.02.18;10.234.55.224/28;Добавлено;B61K0433;ДОНСВЯЗЬ;10.234.55.226;10.234.55.227;10.234.55.238;10.234.55.228;30.01.18;да;10.234.55.225;2894;433VolgodonskLenina56;Козырев Дмитрий Викторович;Dmitriy.Kozyrev@south.rt.ru;88639277733/9885776970;Мартынов Юрий Сергеевич;Yuriy.Martynov@south.rt.ru;88639212421/9281314003;;ДА;success;Online Test;Горюнов 01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71782;Октябрьский район,Ростов-на-Дону,Субботняя,55;УИК №1855;Альтернативный оператор;Т-21;Энфорта;Канал на ресурсах АО;УСТП №2;;Энфорта/ЭрТелеком;;;;;;;;20.02.18;10.234.55.240/28;;B61K1855;ДОНСВЯЗЬ;10.234.55.242;10.234.55.243;10.234.55.254;10.234.55.244;да, 15.02.18, Энфорта, стык в Ростове, vlan 1154;да;10.234.55.241;2895;1855RnDSubbotnyaya55;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71783;Октябрьский район,Ростов-на-Дону,Вавилова,58;УИК №1856;Организация канала по технологии FTTx;Т-1;ПАО "Ростелеком";Существующая ВОЛС (доумощнение);УСТП №2;;;; RST-ROST-446-Nemirovich76.4-SW5-QSW8250     10.3.50.1   1/0/7 ;да;RST-ROST-446-Vavilova58-SW1-Q2309   10.3.50.150  Ethernet0/0/1;Коммутатор в помещении АТП-31 эт. комната охраны;Необходимо установить сетевой фильтр    08.02.18;;21.02.18;10.234.56.0/28;;B61K1856;ДОНСВЯЗЬ;10.234.56.2;10.234.56.3;10.234.56.14;10.234.56.4;да;Да;10.234.56.1;2896;1856RnDVavilova58;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Горюнов  01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71784;Октябрьский район,Ростов-на-Дону,Вавилова,58;УИК №1858;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №2;;;;RST-ROST-446-Nemirovich76.4-SW5-QSW8250  10.3.50.1 1/0/7 ;да; 	RST-ROST-446-Vavilova58-SW1-Q2309 10.3.50.150 Ethernet0/0/2;Коммутатор в помещении АТП-31 эт. комната охраны; Камеры сняты по распоряжению начальника охраны ОТП-3.    08.02.18;;22.02.18;10.234.56.16/28;;B61K1858;ДОНСВЯЗЬ;10.234.56.18;10.234.56.19;10.234.56.30;10.234.56.20;да;Да;10.234.56.17;2897/2896;1858RnDVavilova58;Шаулов Владимир Александрович;Vladimir.Shaulov@south.rt.ru;89882529419;Кузин Андрей Николаевич;Vladimir.Shaulov@south.rt.ru;89882529645;;;danger;Online Test;Горюнов  01,03,2018;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
