Название муниципалитета;Наименование общеобразовательной организации;Адрес общеобразовательной организации;Скорость передачи данных по договору;Учетное имя в АСР Onyma;PE маршрутизатор;Интерфейс;IP WAN (/30);IP LAN (/27);Оборудование ПМ;Порт ПМ;Примечание;;;;;
Столбец №1;Столбец №2;Столбец №3;Столбец №6;Столбец №8;Столбец №9;Столбец №10;Столбец №11;Столбец №12;Столбец №13;Столбец №14;Столбец №15;;;;;
Целинский район;МБОУ Хлебодарная  СОШ №18;Ростовская область,Целинский район, с.Хлебодарное,ул.Центральная,2А;2048 Кбит/с;;20.0.0.71;;172.23.172.69;10.61.98.32;10.30.71.86;0;;;;;;
Целинский район;МБОУ Степная СОШ № 14;Ростовская область, Целинский район,с.Степное, ул.Школьная, д.2;8192 Кбит/с;;20.0.0.71;Fa0/0.907;172.23.172.53;10.61.97.160;10.30.71.7;Eth0/0/2(vl907);;;;;;
Целинский район;МБОУ Целинская СОШ №9;Целинский район,пос.Новая Целина,ул.Макаренко 2;1024 Кбит/с;8631580906;80.254.100.4;lt-0/0/0.2254;172.23.172.13;10.61.96.96;10.30.71.50;Adsl2/0/17;;;;;;
Целинский район;МБОУ Северная ООШ № 11;Ростовская область, Целинский район, х. Северный, ул. Мира, 177 г;2048 Кбит/с;;20.0.0.71;;172.23.172.41;10.61.97.64;10.30.71.40;0;;;;;;
Целинский район;МБОУ Хлеборобная СОШ №5;Ростовская область, Целинский район, с.Хлеборобное, ул.Советская, 17;512 Кбит/с;;20.0.0.11;;172.23.171.253;10.61.95.224;10.30.71.84;0;;;;;;
Целинский район;МБОУ Ольшанская СОШ №7;Ростовская обл., Целинский р-н, с. Ольшанка, ул. Торговая,6;2048 Кбит/с;;20.0.0.71;;172.23.172.5;10.61.96.32;10.30.71.42;xdsl 4/1;;;;;;
Целинский район;МБОУ Плодородная СОШ №16;Ростовская обл., Целинский район, село Плодородное, улица Гагарина, 82;2048 Кбит/с;;20.0.0.71;;172.23.172.61;10.61.97.224;10.30.71.41;0;;;;;;
Целинский район;МБОУ Лопанская СОШ № 3;Ростовская обл. Целинский р-он с.Лопанка ул. Молодежная, 2 в;2048 Кбит/с;;20.0.0.71;Fa0/0.902;172.23.171.245;10.61.95.160;10.30.71.7;Eth0/0/9(vl902);;;;;;
Целинский район;МБОУ Майская ООШ № 10;Ростовская область, Целинский район, х.Свободный, ул.Зелёная, 40а;512 Кбит/с;;80.254.100.4;lt-0/0/0.2254;172.23.172.37;10.61.97.32;10.30.71.50;Adsl2/0/29;;;;;;
Целинский район;МБОУ Средне-Егорлыкская СОШ №4;Ростовская область Целинский район с.Средний Егорлык ул.Молодежная, 18;2048 Кбит/с;;20.0.0.71;;172.23.171.249;10.61.95.192;10.30.71.88;xdsl 3/9;;;;;;
Целинский район;МБОУ Кировская СОШ №2 ;Ростовская область, Целинский район, П. Вороново, ул. Озёрская 2;2048 Кбит/с;8631580907;20.0.0.11;;172.23.171.241;10.61.95.128;10.30.71.52;0/ 1/ 0;;;;;;
Целинский район;МБОУ Михайловская СОШ №15;Ростовская область, Целинский район, с.Михайловка, ул. Мира12;8192 Кбит/с;;20.0.0.71;;172.23.172.57;10.61.97.192;10.30.71.25; xdsl 4/1;;;;;;
Целинский район;МБОУ Целинская СОШ № 1;Ростовская область, Целинский район, п Целина, ул. Советская 12;4096 Кбит/с;rs00342347;80.254.100.4;lt-0/0/0.2252;172.23.171.237;10.61.95.96;10.30.71.5;GE0/0/4;;;;;;
Целинский район;МБОУ Журавлевская СОШ № 17;Ростовская область, Целинский район, с. Журавлевка, пер. Школьный 5;512 Кб/с;8631581052;;;;;;;Нет данных ip в ониме;;;;;
Целинский район;МБОУ Юловская СОШ № 6;Ростовская облать, Целинский район, п. Юловский, ул. Механизаторов 4-б;2048 Кбит/с;;20.0.0.71;;172.23.172.1;10.61.96.0;10.30.71.81;vl903;;;;;;
Цимлянский район;МБОУ   лицей №1 г.Цимлянска;347320,  Ростовская область, г.Цимлянск, ул. Гришина, 2;2048 Кбит/с;cssh1_291;;;;;;;Нет данных;;;;;
Цимлянский район;МБОУ СОШ №2 г.Цимлянска;347320,  Ростовская область, г.Цимлянск, ул. Ленина , 44;2048 Кбит/с;;80.254.100.4;lt-0/0/0.445;172.23.179.153;10.61.156.192;10.30.91.10;10/0/37;;;;;;
Цимлянский район;МБОУ Красноярская средняя школа;347304,  Ростовская область. Цимлянский район ст. Красноярская ул. Победы, 93;2048 Кбит/с;8631591779;80.254.100.4;lt-0/0/0.455;172.23.172.93;10.61.98.224;10.30.91.9;0/0/0;;;;;;
Цимлянский район;МБОУ Саркеловская СОШ;347305,Ростовская область, Цимлянский район, пос. Саркел., ул.Винзаводская ,1;512 Кбит/с;8631591862;80.254.100.4;lt-0/0/0.441;172.23.172.81;10.61.98.128;10.30.91.24;xdsl 3/10;;;;;;
Цимлянский район;МБОУ Калининская СОШ;347327, Ростовская область Цимлянский район, станица Калининская, ул.Центральная, 66;512 Кбит/с;8631591798;20.0.0.91;;172.23.172.85;10.61.98.160;10.30.91.26;xdsl 1/1;;;;;;
Цимлянский район;МБОУ Лозновская СОШ  им. Т.А. Аббясева;347308 Ростовская область, Цимлян-ский район, х. Лоз-ной, ул. Аббясева, 92;512 Кбит/с;8631591800;20.0.0.91;;172.23.172.121;10.61.99.192;;vl31;;;;;;
Цимлянский район;МБОУ Камышевская средняя «Казачья» общеобразовательная школа;347304, Ростовская область, Цимлянский район, ст.Камышевская, ул.Победы, 18;512 Кбит/с;8631591799;20.0.0.91;;172.23.172.89;10.61.98.192;10.30.91.56;vl34;;;;;;
Цимлянский район;МБОУ Новоцимлянская СОШ;347329,  Ростовская область, ,Цимлянский район, ст. Новоцимлянская, ул. Мира, 46;512 Кбит/с;8631591796;20.0.0.91;;172.23.172.105;10.61.99.64;;vl48;;;;;;
Цимлянский район;МБОУ Паршиковская СОШ;347301, Ростовская область, Цимлянский район, хутор Паршиков, улица Мира ;512 Кбит/с;8631591797;20.0.0.91;;172.23.172.125;10.61.99.224;10.30.91.21;vl521;;;;;;
Цимлянский район;МБОУ Маркинская средняя общеобразовательная;347310, Ростовская область, Цимлянский район, ст.Маркинская, ул.40 лет Победы,6;2048 Кбит/с;8631591861;20.0.0.91;;172.23.172.101;10.61.99.32;10.30.91.31;0/ 0/43;;;;;;
Цимлянский район;МБОУ Дубравненская основная  общеобразовательная школа;347314, Ростовская область, Цимлянский район, п. Дубравный, ул. Дальняя,2;512 Кбит/с;8631591999;;;172.23.172.77;10.61.98.96;РТКОММ;;;;;;;
Цимлянский район;МБОУ Хорошевская основная  общеобразовательная школа;347306 Ростовская область, Цимлянский район, ст.  Хорошевская, пер. Школьный, д.1.;512 Кбит/с;;;;172.23.172.109;10.61.99.96;;;Нет данных в ониме;;;;;
Цимлянский район;МБОУ Антоновская  основная  общеобразовательная школа;347328,  Ростовская область, Цимлянский район , хутор  Антонов, улица Центральная 18.;512 Кбит/с;8631591863;20.0.0.91;;172.23.172.113;10.61.99.128;10.30.91.58;vl49;;;;;;
Цимлянский район;МБОУ Лозновская основная  общеобразовательная школа;347312Ростовская область, Цимлянский район, станица Лозновская, пер. Школьный, 6;512 Кбит/с;8631591975;;;172.23.172.97;10.61.99.0;;;;;;;;
Цимлянский район;МБОУ вечерняя общеобразовательная школа;Ростовская область, г. Цимлянск, ул. Советская  50;2048 Кбит/с;8631591864;80.254.100.4;lt-0/0/0.443;172.23.172.117;10.61.99.160;10.30.91.10;10/0/11;;;;;;
Чертковский район;ГКОУ РО специальное учебно-воспитательное учреждение закрытого типа для обучающихся с девиантным (общественно опасным) поведением;346009, Ростовская область, Чертковский район, с. Маньково-Калитвенское, пер. Луначарского, 39;256 Кбит/с;;;;172.23.172.229;10.61.103.32;;;Нет данных в ониме;;;;;
Чертковский район;МБОУ Алексеево-Лозовская СОШ;346010, Ростовская обл, Чертковский р-н, Алексеево-Лозовское с, Лисичкина ул, дом № 63;2048 Кбит/с;8631611468;80.254.100.4;lt-0/0/0.33;172.23.172.145;10.61.100.128;10.30.17.12;0/ 0/ 0;;;;;;
Чертковский район;МБОУ Анно-Ребриковская СОШ;346003, Ростовская обл, Чертковский р-н, Анно-Ребриковская сл, Советская ул, дом № 58;512 Кбит/с;8631611455;80.254.100.4;lt-0/0/0.519;172.23.172.177;10.61.101.128;10.30.87.163;vl362;;;;;;
Чертковский район;МБОУ Греково-Степановская СОШ;346012, Ростовская обл, Чертковский р-н, Греково-Степановка с, Центральная ул, дом № 12;512 Кбит/с;8631611462;80.254.100.4;lt-0/0/0.541;172.23.172.185;10.61.101.192;10.30.17.8;vl364;;;;;;
Чертковский район;МБОУ Гусевская НОШ;346005, Ростовская обл, Чертковский р-н, Гусев х, Мира ул, дом № 20;1024 Кбит/с;8631169417;;;;;;;Нет данных в ониме;;;;;
Чертковский район;МБОУ Донская СОШ;346018, Ростовская обл, Чертковский р-н, Артамошкин х, Центральная ул, дом № 19;512 Кбит/с;;80.254.100.4;lt-0/0/0.543;172.23.172.193;10.61.102.0;10.30.87.144;vl366;;;;;;
Чертковский район;МБОУ Зубрилинская ООШ;346019, Ростовская обл, Чертковский р-н, Богуны х, Школьная ул, дом № 5;512 Кбит/с;;80.254.100.4;lt-0/0/0.547;172.23.172.201;10.61.102.64;10.30.87.151;1;;;;;;
Чертковский район;МБОУ Кутейниковская ООШ;346008, Ростовская обл, Чертковский р-н, Кутейниково с, Ленина ул, дом № 8;512 Кбит/с;;80.254.100.4;lt-0/0/0.551;172.23.172.213;10.61.102.160;10.30.17.8;vl371;;;;;;
Чертковский район;МБОУ Мало-Лозовская ООШ;346011, Ростовская обл, Чертковский р-н, Малая Лозовка х, Школьный пер, дом № 6;512 Кбит/с;;80.254.100.4;lt-0/0/0.555;172.23.172.225;10.61.103.0;10.30.87.161;1;;;;;;
